epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1046,2664.69,1.0155,0.47134,0.82093,0.70828,0.70815,0.59712,0.19575,2.89136,1.03259,1.43239,0.000804703,0.000804703,0.000804703
1047,2667.21,1.09744,0.49649,0.82476,0.75335,0.66667,0.59728,0.20803,2.88024,0.95719,1.42303,0.000803877,0.000803877,0.000803877
1048,2669.82,1.07206,0.48496,0.8151,0.75723,0.66667,0.60808,0.21193,2.92008,0.95426,1.43771,0.000803052,0.000803052,0.000803052
1049,2672.39,1.0303,0.47836,0.82401,0.73872,0.625,0.55062,0.20226,2.95816,0.99695,1.47112,0.000802227,0.000802227,0.000802227
1050,2674.96,1.02785,0.48047,0.82865,0.6671,0.58333,0.49377,0.19425,2.98173,1.05153,1.49745,0.000801402,0.000801402,0.000801402
1051,2677.48,1.06101,0.47203,0.82665,0.72278,0.625,0.53918,0.18316,3.0099,1.02643,1.50805,0.000800577,0.000800577,0.000800577
1052,2679.96,1.08193,0.49231,0.82022,0.73937,0.625,0.53335,0.17694,3.02759,0.98615,1.52244,0.000799752,0.000799752,0.000799752
1053,2682.54,1.03446,0.47801,0.83018,0.74585,0.625,0.54414,0.18031,2.97573,0.95502,1.49642,0.000798926,0.000798926,0.000798926
1054,2685.1,1.02413,0.48722,0.82391,0.74892,0.625,0.54337,0.19952,2.95998,0.94811,1.49668,0.000798101,0.000798101,0.000798101
1055,2687.6,1.03129,0.47335,0.81672,0.74806,0.625,0.56139,0.20045,2.92302,0.92932,1.47256,0.000797276,0.000797276,0.000797276
1056,2690.11,1.03448,0.4776,0.81365,0.74211,0.625,0.55982,0.19455,2.93021,0.95397,1.46251,0.000796451,0.000796451,0.000796451
1057,2692.6,1.01861,0.50497,0.82577,0.74025,0.625,0.53043,0.17447,3.00357,1.03896,1.48542,0.000795626,0.000795626,0.000795626
1058,2695.21,1.05526,0.47665,0.83537,0.73882,0.625,0.52593,0.17817,3.01837,1.16725,1.4797,0.000794801,0.000794801,0.000794801
1059,2697.72,0.97282,0.4743,0.80701,0.74165,0.625,0.53738,0.17447,2.98125,1.22392,1.46254,0.000793975,0.000793975,0.000793975
1060,2700.36,1.04275,0.47733,0.81694,0.78706,0.61639,0.54525,0.17996,2.93953,1.22814,1.44701,0.00079315,0.00079315,0.00079315
1061,2702.88,1.02281,0.47639,0.81302,0.74124,0.59727,0.54095,0.1905,2.91848,1.29264,1.43459,0.000792325,0.000792325,0.000792325
1062,2705.4,1.02677,0.47107,0.82833,0.82101,0.58333,0.55142,0.1818,2.97839,1.35656,1.46514,0.0007915,0.0007915,0.0007915
1063,2708.07,1.04006,0.47331,0.82125,0.82165,0.57625,0.55713,0.1878,2.97519,1.34195,1.46928,0.000790675,0.000790675,0.000790675
1064,2710.66,1.02722,0.4576,0.82419,0.82167,0.57629,0.55359,0.18298,2.96858,1.19141,1.4676,0.00078985,0.00078985,0.00078985
1065,2713.13,0.9955,0.46138,0.81406,0.82748,0.60014,0.55209,0.17895,2.98539,1.14947,1.47286,0.000789024,0.000789024,0.000789024
1066,2715.68,1.02308,0.4647,0.82307,0.82345,0.58303,0.54498,0.17752,3.03003,1.13826,1.50491,0.000788199,0.000788199,0.000788199
1067,2718.18,1.05045,0.49051,0.81904,0.73635,0.625,0.55096,0.1887,3.02996,1.09906,1.51555,0.000787374,0.000787374,0.000787374
1068,2720.73,1.10018,0.49182,0.8384,0.83127,0.54167,0.52761,0.19238,2.95788,1.11625,1.49036,0.000786549,0.000786549,0.000786549
1069,2723.3,1.04868,0.48358,0.82335,0.73786,0.625,0.56235,0.20341,2.87095,1.11551,1.45966,0.000785724,0.000785724,0.000785724
1070,2725.83,0.93382,0.44324,0.76492,0.82141,0.57531,0.55297,0.207,2.81231,1.04379,1.42706,0.000784899,0.000784899,0.000784899
1071,2728.29,0.98668,0.45134,0.77257,0.7086,0.625,0.54413,0.20861,2.84048,1.01643,1.4232,0.000784073,0.000784073,0.000784073
1072,2730.85,1.09858,0.47728,0.83653,0.74131,0.625,0.54571,0.20194,2.88328,1.00017,1.42948,0.000783248,0.000783248,0.000783248
1073,2733.4,1.02626,0.47084,0.83127,0.64915,0.625,0.51173,0.19381,2.90533,0.97805,1.44921,0.000782423,0.000782423,0.000782423
1074,2735.91,1.03049,0.47902,0.81915,0.65169,0.62372,0.5204,0.19996,2.87509,0.96728,1.43731,0.000781598,0.000781598,0.000781598
1075,2738.44,1.07849,0.48336,0.8196,0.78481,0.60838,0.57154,0.21745,2.83029,0.94944,1.42118,0.000780773,0.000780773,0.000780773
1076,2741.02,1.11692,0.49151,0.85188,0.78501,0.60908,0.56206,0.21049,2.83189,0.93657,1.42936,0.000779948,0.000779948,0.000779948
1077,2743.53,1.11171,0.52145,0.84551,0.83899,0.65185,0.61419,0.2262,2.79913,0.92713,1.41808,0.000779122,0.000779122,0.000779122
1078,2746.11,1.07905,0.48812,0.82734,0.83783,0.66667,0.6128,0.22487,2.82707,0.92279,1.43627,0.000778297,0.000778297,0.000778297
1079,2748.69,1.03725,0.46959,0.81285,0.79575,0.64983,0.60824,0.22356,2.8215,0.93139,1.42904,0.000777472,0.000777472,0.000777472
1080,2751.27,1.0094,0.47778,0.79946,0.75372,0.66667,0.61216,0.23542,2.8286,0.94242,1.44416,0.000776647,0.000776647,0.000776647
1081,2753.79,1.0459,0.46958,0.8304,0.75902,0.66667,0.61767,0.22875,2.85266,0.89825,1.45981,0.000775822,0.000775822,0.000775822
1082,2756.3,1.02684,0.46115,0.82586,0.78737,0.625,0.58065,0.22491,2.84356,0.85674,1.45497,0.000774997,0.000774997,0.000774997
1083,2758.9,0.97413,0.46298,0.7738,0.79341,0.66667,0.61677,0.23721,2.83063,0.85683,1.44404,0.000774171,0.000774171,0.000774171
1084,2761.51,1.01224,0.45756,0.83379,0.70728,0.70488,0.60991,0.23063,2.82518,0.87194,1.43509,0.000773346,0.000773346,0.000773346
1085,2764.21,1.04376,0.47712,0.82467,0.70627,0.70833,0.60723,0.22649,2.85393,0.87315,1.43176,0.000772521,0.000772521,0.000772521
1086,2766.88,1.04915,0.47764,0.84351,0.70822,0.70796,0.60838,0.24394,2.81684,0.86318,1.41563,0.000771696,0.000771696,0.000771696
1087,2769.47,1.02502,0.47051,0.82231,0.70125,0.625,0.55623,0.22465,2.82613,0.89692,1.41607,0.000770871,0.000770871,0.000770871
1088,2772.1,0.98629,0.46018,0.83524,0.70775,0.625,0.53921,0.22252,2.83305,0.90169,1.4223,0.000770046,0.000770046,0.000770046
1089,2774.61,0.99074,0.49093,0.82077,0.70724,0.625,0.54864,0.2207,2.83917,0.90038,1.42293,0.00076922,0.00076922,0.00076922
1090,2777.09,1.07802,0.4817,0.82996,0.70398,0.625,0.56995,0.22207,2.85792,0.88788,1.42254,0.000768395,0.000768395,0.000768395
1091,2779.6,1.04912,0.46967,0.82197,0.79352,0.625,0.6384,0.24118,2.82558,0.89208,1.4015,0.00076757,0.00076757,0.00076757
1092,2782.12,1.06664,0.47779,0.81853,0.71587,0.625,0.57315,0.21128,2.8556,0.89074,1.42222,0.000766745,0.000766745,0.000766745
1093,2784.7,1.05773,0.47378,0.83143,0.70873,0.625,0.57283,0.21206,2.90504,0.90826,1.44448,0.00076592,0.00076592,0.00076592
1094,2787.24,1.04879,0.48995,0.8066,0.6661,0.66504,0.56979,0.206,2.9158,0.93188,1.45967,0.000765095,0.000765095,0.000765095
1095,2789.8,1.03227,0.47626,0.82187,0.6227,0.625,0.52455,0.18974,2.941,0.93459,1.47032,0.000764269,0.000764269,0.000764269
1096,2792.33,1.05821,0.47679,0.8331,0.66285,0.66667,0.56788,0.18947,2.97741,0.93191,1.50046,0.000763444,0.000763444,0.000763444
1097,2794.84,0.9511,0.48547,0.78193,0.6621,0.66667,0.57284,0.17753,2.94425,0.92737,1.48088,0.000762619,0.000762619,0.000762619
1098,2797.34,0.97369,0.44627,0.77107,0.70397,0.70833,0.59497,0.18844,2.96115,0.93585,1.4795,0.000761794,0.000761794,0.000761794
1099,2799.94,1.05167,0.46895,0.80549,0.70394,0.70833,0.59802,0.19174,2.91553,0.94566,1.45422,0.000760969,0.000760969,0.000760969
1100,2802.48,0.98734,0.44238,0.78334,0.70777,0.70833,0.61055,0.18674,2.9496,0.94,1.45652,0.000760144,0.000760144,0.000760144
1101,2805.02,1.06293,0.47252,0.81649,0.73739,0.70221,0.62239,0.1979,2.92318,0.91912,1.4356,0.000759318,0.000759318,0.000759318
1102,2807.65,1.06486,0.48078,0.83185,0.73883,0.70729,0.62154,0.19725,2.89605,0.91292,1.42662,0.000758493,0.000758493,0.000758493
1103,2810.24,1.0656,0.48746,0.82035,0.7272,0.70833,0.62004,0.20079,2.90168,0.90766,1.43542,0.000757668,0.000757668,0.000757668
1104,2812.76,1.01245,0.46268,0.83198,0.69184,0.66667,0.59923,0.19661,2.91173,0.93135,1.4487,0.000756843,0.000756843,0.000756843
1105,2815.23,1.09667,0.48976,0.82532,0.6894,0.66667,0.5993,0.21043,2.91319,0.94254,1.45145,0.000756018,0.000756018,0.000756018
1106,2817.8,0.97583,0.45298,0.81879,0.68899,0.66667,0.59775,0.20343,2.92612,0.96062,1.45971,0.000755193,0.000755193,0.000755193
1107,2820.39,1.01927,0.45709,0.83117,0.69052,0.66667,0.59272,0.19343,2.96698,0.9544,1.49076,0.000754368,0.000754368,0.000754368
1108,2822.93,0.92694,0.42819,0.77603,0.73577,0.70833,0.6406,0.20344,2.96141,0.95006,1.47994,0.000753542,0.000753542,0.000753542
1109,2825.42,1.03793,0.46275,0.83314,0.69169,0.66667,0.62245,0.20125,2.98501,0.96,1.49088,0.000752717,0.000752717,0.000752717
1110,2827.93,1.03324,0.48887,0.82123,0.66582,0.66425,0.56204,0.19352,3.00012,0.98893,1.49624,0.000751892,0.000751892,0.000751892
1111,2830.52,0.98542,0.45319,0.77783,0.61509,0.66667,0.57002,0.2021,2.97916,0.99218,1.47909,0.000751067,0.000751067,0.000751067
1112,2833.07,0.93258,0.44205,0.77405,0.66683,0.70833,0.61691,0.19789,2.96354,0.98327,1.47374,0.000750242,0.000750242,0.000750242
1113,2835.59,0.99475,0.46199,0.83037,0.66779,0.70833,0.60794,0.19667,2.97567,0.98014,1.47228,0.000749417,0.000749417,0.000749417
1114,2838.1,1.07337,0.48308,0.82944,0.67076,0.70833,0.60631,0.19281,2.96559,0.97525,1.48234,0.000748591,0.000748591,0.000748591
1115,2840.58,0.974,0.4594,0.77515,0.70813,0.70765,0.5991,0.19505,2.95297,0.97148,1.48925,0.000747766,0.000747766,0.000747766
1116,2843.16,1.03502,0.45193,0.81753,0.69141,0.66667,0.59184,0.19575,2.97756,0.96369,1.50739,0.000746941,0.000746941,0.000746941
1117,2845.68,1.01082,0.45681,0.77016,0.69182,0.66667,0.588,0.18671,2.96142,0.96234,1.50471,0.000746116,0.000746116,0.000746116
1118,2848.25,1.06771,0.48456,0.84207,0.6923,0.66667,0.58047,0.1828,3.01662,0.97186,1.53171,0.000745291,0.000745291,0.000745291
1119,2850.88,0.97374,0.46171,0.77427,0.68586,0.66667,0.5953,0.18514,3.02317,0.98286,1.5372,0.000744466,0.000744466,0.000744466
1120,2853.52,1.0261,0.46474,0.82272,0.67796,0.58333,0.54232,0.17653,3.04917,0.97721,1.54065,0.00074364,0.00074364,0.00074364
1121,2856.1,1.12271,0.47809,0.83786,0.6777,0.58333,0.54875,0.18056,3.02319,0.97459,1.52054,0.000742815,0.000742815,0.000742815
1122,2858.61,0.9402,0.44155,0.8161,0.62392,0.625,0.55337,0.18898,3.00764,0.96561,1.50668,0.00074199,0.00074199,0.00074199
1123,2861.11,1.05282,0.47977,0.81788,0.60772,0.58333,0.50788,0.17819,2.99357,0.96257,1.49631,0.000741165,0.000741165,0.000741165
1124,2863.69,1.04996,0.50672,0.81666,0.63471,0.57935,0.50122,0.17597,2.9741,0.95988,1.47812,0.00074034,0.00074034,0.00074034
1125,2866.28,0.99489,0.47012,0.81937,0.6809,0.625,0.53548,0.17966,2.98093,0.96362,1.49056,0.000739515,0.000739515,0.000739515
1126,2868.89,0.96089,0.46029,0.81812,0.67506,0.625,0.54109,0.18705,2.96804,0.95226,1.48681,0.000738689,0.000738689,0.000738689
1127,2871.45,1.00491,0.45009,0.81866,0.62756,0.58333,0.48355,0.18056,2.9492,0.95747,1.47412,0.000737864,0.000737864,0.000737864
1128,2873.95,1.02105,0.46587,0.82625,0.59875,0.58333,0.48929,0.19494,2.91764,0.94672,1.45556,0.000737039,0.000737039,0.000737039
1129,2876.44,0.97839,0.45676,0.83232,0.62954,0.58333,0.52734,0.20147,2.91379,0.9436,1.44698,0.000736214,0.000736214,0.000736214
1130,2878.94,1.02109,0.46171,0.81994,0.67639,0.625,0.56681,0.21078,2.89032,0.9567,1.44119,0.000735389,0.000735389,0.000735389
1131,2881.51,1.03767,0.47948,0.82322,0.68123,0.62337,0.55453,0.20059,2.88699,1.01459,1.43401,0.000734564,0.000734564,0.000734564
1132,2884.04,1.00411,0.46059,0.77596,0.75229,0.54167,0.53919,0.18547,2.93285,1.15388,1.44117,0.000733738,0.000733738,0.000733738
1133,2886.66,0.99649,0.47252,0.78685,0.74746,0.54167,0.52908,0.18497,2.95726,1.33411,1.4521,0.000732913,0.000732913,0.000732913
1134,2889.26,1.12433,0.48947,0.83121,0.74397,0.54167,0.54359,0.16508,2.94844,1.42687,1.43735,0.000732088,0.000732088,0.000732088
1135,2891.77,1.01239,0.48964,0.82144,0.77407,0.57152,0.56211,0.17179,2.9589,1.43651,1.43264,0.000731263,0.000731263,0.000731263
1136,2894.35,1.13404,0.51518,0.83454,0.7772,0.625,0.59629,0.17942,2.93269,1.38756,1.41227,0.000730438,0.000730438,0.000730438
1137,2896.9,1.00501,0.48001,0.82675,0.75929,0.625,0.59608,0.18932,2.90524,1.40347,1.41123,0.000729613,0.000729613,0.000729613
1138,2899.42,0.96083,0.4502,0.77239,0.76032,0.66112,0.60577,0.18189,2.93471,1.48122,1.44209,0.000728787,0.000728787,0.000728787
1139,2902.04,1.04065,0.47485,0.82608,0.65922,0.56471,0.51357,0.17089,2.9382,1.40122,1.44704,0.000727962,0.000727962,0.000727962
1140,2904.65,1.01025,0.46061,0.82341,0.66256,0.625,0.51931,0.16903,2.9357,1.17117,1.43773,0.000727137,0.000727137,0.000727137
1141,2907.13,0.9611,0.44414,0.81349,0.67323,0.625,0.52656,0.17675,2.95072,1.04235,1.44908,0.000726312,0.000726312,0.000726312
1142,2909.75,1.05975,0.46746,0.82851,0.68917,0.625,0.53914,0.17719,2.97172,1.01931,1.46109,0.000725487,0.000725487,0.000725487
1143,2912.37,0.93183,0.44128,0.75995,0.74627,0.61317,0.52884,0.17631,2.97178,1.00212,1.45791,0.000724662,0.000724662,0.000724662
1144,2915.01,1.0555,0.46923,0.82733,0.67741,0.625,0.55037,0.18217,2.93339,0.93682,1.4565,0.000723836,0.000723836,0.000723836
1145,2917.62,1.01702,0.47594,0.82332,0.72327,0.66667,0.60236,0.19254,2.91257,0.91807,1.45593,0.000723011,0.000723011,0.000723011
1146,2920.19,1.0366,0.46991,0.81083,0.67815,0.625,0.56176,0.19225,2.88924,0.91192,1.44873,0.000722186,0.000722186,0.000722186
1147,2922.78,0.98939,0.46732,0.81265,0.6776,0.625,0.5542,0.19405,2.87294,0.93083,1.45598,0.000721361,0.000721361,0.000721361
1148,2925.35,0.94268,0.43408,0.77874,0.65007,0.625,0.54226,0.20024,2.89808,0.95762,1.47954,0.000720536,0.000720536,0.000720536
1149,2927.89,1.04755,0.4684,0.83709,0.76586,0.70833,0.62438,0.20586,2.89492,0.97433,1.48529,0.000719711,0.000719711,0.000719711
1150,2930.45,1.03025,0.48221,0.82876,0.76768,0.70833,0.61759,0.20025,2.90187,0.98932,1.48655,0.000718885,0.000718885,0.000718885
1151,2932.98,0.95102,0.49186,0.77537,0.67682,0.625,0.52754,0.18367,2.92286,0.996,1.49545,0.00071806,0.00071806,0.00071806
1152,2935.51,1.03782,0.46318,0.84158,0.68003,0.625,0.55227,0.1886,2.92174,0.98312,1.48976,0.000717235,0.000717235,0.000717235
1153,2937.99,1.03725,0.46796,0.83554,0.68157,0.625,0.54935,0.18723,2.91144,0.96153,1.48405,0.00071641,0.00071641,0.00071641
1154,2940.5,0.99732,0.45922,0.82276,0.72544,0.66667,0.58148,0.18811,2.9192,0.93115,1.47973,0.000715585,0.000715585,0.000715585
1155,2943.01,1.03018,0.46689,0.8266,0.67925,0.625,0.54092,0.18525,2.94998,0.93075,1.49466,0.00071476,0.00071476,0.00071476
1156,2945.59,1.04254,0.49973,0.82211,0.72455,0.66667,0.57617,0.18495,2.9446,0.94111,1.49025,0.000713934,0.000713934,0.000713934
1157,2948.14,1.02372,0.46323,0.8316,0.76976,0.70833,0.63234,0.20233,2.89489,0.95496,1.46379,0.000713109,0.000713109,0.000713109
1158,2950.69,1.03242,0.47566,0.82206,0.76931,0.70833,0.63851,0.20254,2.88689,0.97735,1.45165,0.000712284,0.000712284,0.000712284
1159,2953.33,1.04504,0.46788,0.82683,0.7686,0.70833,0.64636,0.1973,2.87445,1.01054,1.45242,0.000711459,0.000711459,0.000711459
1160,2955.97,1.05012,0.46409,0.83195,0.77112,0.70833,0.68766,0.20552,2.86744,1.02996,1.46665,0.000710634,0.000710634,0.000710634
1161,2958.45,1.10148,0.48716,0.83764,0.76662,0.70833,0.68883,0.21516,2.84762,1.00484,1.46592,0.000709809,0.000709809,0.000709809
1162,2960.97,1.04604,0.46387,0.82787,0.71789,0.74248,0.61793,0.20676,2.85155,0.99114,1.45745,0.000708983,0.000708983,0.000708983
1163,2963.53,0.98993,0.45383,0.83301,0.69242,0.65692,0.5752,0.20147,2.87523,0.95551,1.4514,0.000708158,0.000708158,0.000708158
1164,2966.13,1.01148,0.46502,0.83452,0.85739,0.79167,0.76909,0.21811,2.82687,0.94582,1.41151,0.000707333,0.000707333,0.000707333
1165,2968.64,1.05936,0.46537,0.80587,0.85663,0.79167,0.76704,0.22066,2.80097,0.9325,1.40202,0.000706508,0.000706508,0.000706508
1166,2971.23,1.0334,0.45131,0.81322,0.80699,0.75,0.68838,0.20226,2.83482,0.96146,1.42711,0.000705683,0.000705683,0.000705683
1167,2973.73,0.97004,0.47043,0.8252,0.76068,0.70833,0.61884,0.18688,2.88207,1.00929,1.46191,0.000704858,0.000704858,0.000704858
1168,2976.36,1.06946,0.48125,0.82116,0.6774,0.625,0.53687,0.18343,2.93502,1.05154,1.47521,0.000704032,0.000704032,0.000704032
1169,2978.94,1.03463,0.47238,0.84471,0.63616,0.58333,0.47181,0.17198,2.97233,1.10891,1.49568,0.000703207,0.000703207,0.000703207
1170,2981.5,0.9974,0.4622,0.81192,0.71274,0.62048,0.52046,0.17197,2.94531,1.06042,1.4911,0.000702382,0.000702382,0.000702382
1171,2984.07,0.99323,0.44306,0.80701,0.75728,0.66667,0.57955,0.17757,2.92215,0.98786,1.47315,0.000701557,0.000701557,0.000701557
1172,2986.66,1.02752,0.48545,0.81067,0.6998,0.625,0.54358,0.18769,2.8849,0.91924,1.4445,0.000700732,0.000700732,0.000700732
1173,2989.26,0.96616,0.44664,0.82675,0.69579,0.625,0.55293,0.18401,2.86956,0.87966,1.45747,0.000699907,0.000699907,0.000699907
1174,2991.77,1.00124,0.46937,0.82627,0.70155,0.625,0.56453,0.19312,2.85969,0.87716,1.45618,0.000699081,0.000699081,0.000699081
1175,2994.3,1.02006,0.46759,0.84329,0.70561,0.625,0.55285,0.19529,2.86909,0.89331,1.46619,0.000698256,0.000698256,0.000698256
1176,2996.88,0.97822,0.45948,0.81766,0.69385,0.625,0.53317,0.19239,2.88281,0.9299,1.46545,0.000697431,0.000697431,0.000697431
1177,2999.45,1.09161,0.57126,0.85242,0.67996,0.625,0.53085,0.19089,2.86635,0.93987,1.45553,0.000696606,0.000696606,0.000696606
1178,3002.04,1.03205,0.46381,0.81985,0.67602,0.625,0.53271,0.20523,2.82636,0.95299,1.43352,0.000695781,0.000695781,0.000695781
1179,3004.58,0.95323,0.45488,0.81241,0.67651,0.625,0.5293,0.20596,2.80712,0.92944,1.41003,0.000694956,0.000694956,0.000694956
1180,3007.14,0.97723,0.44777,0.83126,0.67703,0.625,0.52663,0.21188,2.76115,0.91648,1.4014,0.00069413,0.00069413,0.00069413
1181,3009.78,1.06919,0.47212,0.81359,0.67759,0.625,0.52288,0.20727,2.75811,0.92629,1.40176,0.000693305,0.000693305,0.000693305
1182,3012.26,1.03445,0.4462,0.84007,0.72572,0.66168,0.56603,0.20827,2.80317,0.94615,1.42975,0.00069248,0.00069248,0.00069248
1183,3014.85,0.96985,0.45511,0.82201,0.74723,0.625,0.53908,0.20706,2.79668,0.9564,1.43728,0.000691655,0.000691655,0.000691655
1184,3017.45,1.03613,0.48027,0.82627,0.74847,0.62015,0.53961,0.21773,2.804,0.99394,1.43422,0.00069083,0.00069083,0.00069083
1185,3019.99,1.03915,0.46401,0.81191,0.65135,0.58333,0.5001,0.19781,2.76311,1.01241,1.3971,0.000690005,0.000690005,0.000690005
1186,3022.49,0.98916,0.46448,0.80926,0.63938,0.58333,0.51235,0.20147,2.74247,0.97695,1.39377,0.000689179,0.000689179,0.000689179
1187,3024.98,0.91955,0.43918,0.81566,0.69486,0.66429,0.55034,0.21168,2.74916,0.93017,1.39214,0.000688354,0.000688354,0.000688354
1188,3027.48,1.00608,0.44528,0.82364,0.69299,0.66667,0.58079,0.21159,2.7822,0.91107,1.3959,0.000687529,0.000687529,0.000687529
1189,3030.01,0.88918,0.4683,0.77081,0.69447,0.66309,0.58516,0.20533,2.80868,0.90317,1.42086,0.000686704,0.000686704,0.000686704
1190,3032.51,0.96271,0.44342,0.81019,0.63524,0.58333,0.50946,0.1894,2.80967,0.93792,1.40794,0.000685879,0.000685879,0.000685879
1191,3035.02,1.00326,0.45464,0.82495,0.63348,0.58333,0.51114,0.19352,2.82255,0.92341,1.41146,0.000685054,0.000685054,0.000685054
1192,3037.6,0.98211,0.43397,0.82332,0.67889,0.625,0.57321,0.19677,2.81125,0.93215,1.40431,0.000684228,0.000684228,0.000684228
1193,3040.18,0.92114,0.4419,0.81745,0.65057,0.58333,0.48016,0.18225,2.84105,0.96051,1.41371,0.000683403,0.000683403,0.000683403
1194,3042.66,1.09987,0.48775,0.82673,0.65861,0.58333,0.4876,0.17923,2.86509,0.94253,1.45474,0.000682578,0.000682578,0.000682578
1195,3045.17,0.97649,0.44648,0.80996,0.65966,0.58333,0.50666,0.19968,2.8314,0.9298,1.44507,0.000681753,0.000681753,0.000681753
1196,3047.71,0.95079,0.43874,0.82678,0.65971,0.58333,0.51673,0.19678,2.86056,0.92615,1.46316,0.000680928,0.000680928,0.000680928
1197,3050.25,0.97893,0.44947,0.82979,0.65027,0.61998,0.53605,0.21562,2.87576,0.93035,1.47377,0.000680103,0.000680103,0.000680103
1198,3052.77,1.0301,0.46905,0.82797,0.69427,0.66251,0.5893,0.21491,2.89111,0.93259,1.46392,0.000679277,0.000679277,0.000679277
1199,3055.32,0.98276,0.44314,0.83185,0.69459,0.66347,0.59054,0.21878,2.88656,0.91362,1.45869,0.000678452,0.000678452,0.000678452
1200,3057.84,1.04424,0.45675,0.82339,0.69423,0.66239,0.5928,0.21198,2.85634,0.8792,1.44939,0.000677627,0.000677627,0.000677627
1201,3060.45,0.98492,0.45262,0.82272,0.72385,0.66667,0.62654,0.21466,2.82105,0.88372,1.42781,0.000676802,0.000676802,0.000676802
1202,3063.02,0.97517,0.43334,0.82642,0.72568,0.66667,0.64898,0.22234,2.79946,0.88894,1.40923,0.000675977,0.000675977,0.000675977
1203,3065.56,0.98756,0.44511,0.80755,0.72638,0.66667,0.65744,0.22411,2.79848,0.88055,1.40997,0.000675152,0.000675152,0.000675152
1204,3068.17,1.11202,0.79524,0.8503,0.76794,0.70833,0.76765,0.24615,2.72288,0.86398,1.37448,0.000674327,0.000674327,0.000674327
1205,3070.71,0.96328,0.45106,0.79677,0.76756,0.70833,0.75036,0.24859,2.70234,0.86499,1.37314,0.000673501,0.000673501,0.000673501
1206,3073.25,0.97861,0.46456,0.81718,0.77127,0.70833,0.72182,0.24095,2.73372,0.86019,1.39067,0.000672676,0.000672676,0.000672676
1207,3075.84,1.02393,0.44212,0.82249,0.84952,0.70581,0.71619,0.23864,2.72998,0.88213,1.38884,0.000671851,0.000671851,0.000671851
1208,3078.35,0.93716,0.45028,0.80889,0.78924,0.66667,0.62915,0.2288,2.76156,0.91876,1.40179,0.000671026,0.000671026,0.000671026
1209,3080.86,1.09021,0.49681,0.84558,0.75603,0.66667,0.58992,0.21453,2.74328,0.92987,1.40014,0.000670201,0.000670201,0.000670201
1210,3083.41,1.01241,0.45989,0.81975,0.76724,0.70833,0.61853,0.21705,2.77215,0.94159,1.4087,0.000669376,0.000669376,0.000669376
1211,3085.9,1.03537,0.47392,0.81061,0.72052,0.66667,0.56543,0.20218,2.7845,0.96655,1.39687,0.00066855,0.00066855,0.00066855
1212,3088.43,0.97211,0.44737,0.80959,0.72034,0.66667,0.55779,0.19871,2.80541,0.97718,1.40265,0.000667725,0.000667725,0.000667725
1213,3090.98,0.95786,0.43961,0.81044,0.69937,0.58167,0.52,0.19187,2.8039,0.97225,1.39781,0.0006669,0.0006669,0.0006669
1214,3093.51,1.03517,0.46028,0.8117,0.67684,0.625,0.53738,0.18921,2.7802,0.96059,1.38419,0.000666075,0.000666075,0.000666075
1215,3096.1,1.05188,0.47027,0.819,0.67697,0.625,0.55288,0.19513,2.77719,0.9628,1.38304,0.00066525,0.00066525,0.00066525
1216,3098.72,0.97232,0.45772,0.81317,0.63242,0.6456,0.55114,0.19392,2.79417,1.01122,1.38499,0.000664425,0.000664425,0.000664425
1217,3101.25,1.01506,0.47404,0.82475,0.69546,0.58333,0.52138,0.18798,2.8228,1.05848,1.39785,0.000663599,0.000663599,0.000663599
1218,3103.81,1.01519,0.46828,0.81735,0.69845,0.58333,0.51678,0.18304,2.81588,1.09073,1.39737,0.000662774,0.000662774,0.000662774
1219,3106.33,0.97205,0.44597,0.77448,0.69991,0.58309,0.48913,0.18062,2.83578,1.10391,1.42129,0.000661949,0.000661949,0.000661949
1220,3108.85,0.99617,0.46324,0.81304,0.69901,0.58073,0.49266,0.19712,2.83293,1.13364,1.42244,0.000661124,0.000661124,0.000661124
1221,3111.45,1.00004,0.45048,0.81303,0.74694,0.6153,0.54383,0.18395,2.8575,1.1205,1.4338,0.000660299,0.000660299,0.000660299
1222,3113.99,1.00522,0.45792,0.80715,0.66723,0.625,0.55063,0.19543,2.84225,1.04366,1.4383,0.000659474,0.000659474,0.000659474
1223,3116.62,1.05204,0.47515,0.83133,0.67377,0.625,0.57557,0.20654,2.78901,0.99891,1.40579,0.000658648,0.000658648,0.000658648
1224,3119.19,1.07818,0.45556,0.82959,0.67394,0.625,0.57619,0.19907,2.83572,1.00871,1.42851,0.000657823,0.000657823,0.000657823
1225,3121.71,0.94505,0.43986,0.82402,0.56343,0.66667,0.53741,0.20694,2.82256,0.99861,1.42706,0.000656998,0.000656998,0.000656998
1226,3124.3,0.99344,0.44382,0.82724,0.56291,0.66667,0.54988,0.21599,2.81022,0.97644,1.41807,0.000656173,0.000656173,0.000656173
1227,3126.85,0.95659,0.43402,0.814,0.56535,0.66667,0.54848,0.21847,2.81702,0.96279,1.41697,0.000655348,0.000655348,0.000655348
1228,3129.39,0.98985,0.45799,0.81082,0.6751,0.625,0.58407,0.20821,2.8354,0.9809,1.4108,0.000654523,0.000654523,0.000654523
