epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
502,1278.47,1.24526,0.55401,0.83771,0.69992,0.58333,0.55104,0.187,3.02718,1.06599,1.45539,0.00125359,0.00125359,0.00125359
503,1281.07,1.29711,0.5802,0.84425,0.52295,0.375,0.35023,0.14572,3.08051,1.18645,1.49788,0.00125277,0.00125277,0.00125277
504,1283.6,1.37261,0.60367,0.8582,0.63777,0.41667,0.39661,0.15308,3.07503,1.25893,1.52931,0.00125194,0.00125194,0.00125194
505,1286.15,1.26919,0.57578,0.85337,0.62926,0.5,0.47996,0.13746,3.08592,1.33505,1.49069,0.00125112,0.00125112,0.00125112
506,1288.68,1.35888,0.57959,0.8496,0.55847,0.5,0.4313,0.12527,3.11885,1.28881,1.49614,0.00125029,0.00125029,0.00125029
507,1291.16,1.28218,0.61239,0.86591,0.51629,0.45833,0.42637,0.11478,3.15616,1.20679,1.51267,0.00124947,0.00124947,0.00124947
508,1293.71,1.18958,0.54845,0.85277,0.55524,0.58333,0.51914,0.13827,3.13327,1.14613,1.52672,0.00124864,0.00124864,0.00124864
509,1296.21,1.25244,0.54208,0.85012,0.62361,0.625,0.57194,0.16788,3.0378,1.09702,1.50831,0.00124782,0.00124782,0.00124782
510,1298.84,1.21181,0.55511,0.84716,0.74191,0.75,0.73776,0.21023,2.95792,1.05093,1.48492,0.00124699,0.00124699,0.00124699
511,1301.37,1.21253,0.54098,0.86323,0.7582,0.78418,0.73427,0.22832,2.79382,0.98106,1.40271,0.00124617,0.00124617,0.00124617
512,1303.83,1.28005,0.54518,0.85125,0.66597,0.74772,0.61587,0.19012,2.84494,1.02313,1.40116,0.00124534,0.00124534,0.00124534
513,1306.32,1.30746,0.56492,0.85629,0.68789,0.79167,0.64848,0.19214,2.86577,1.09346,1.4231,0.00124452,0.00124452,0.00124452
514,1308.83,1.26515,0.57837,0.83935,0.56514,0.70409,0.50514,0.16662,2.94373,1.17017,1.46134,0.00124369,0.00124369,0.00124369
515,1311.38,1.28032,0.58672,0.85138,0.48424,0.45833,0.3746,0.12356,3.14597,1.25625,1.55334,0.00124287,0.00124287,0.00124287
516,1313.96,1.36136,0.60964,0.849,0.61792,0.625,0.50974,0.14447,3.06161,1.29306,1.4741,0.00124204,0.00124204,0.00124204
517,1316.52,1.29985,0.57018,0.85768,0.58625,0.54167,0.44063,0.12647,3.14971,1.39281,1.50255,0.00124121,0.00124121,0.00124121
518,1319,1.25331,0.57285,0.85447,0.55219,0.375,0.35228,0.1236,3.18936,1.41692,1.54442,0.00124039,0.00124039,0.00124039
519,1321.51,1.28976,0.57631,0.8521,0.47698,0.5,0.41062,0.14076,3.11893,1.30095,1.54079,0.00123956,0.00123956,0.00123956
520,1324.03,1.24488,0.56129,0.84427,0.40876,0.43248,0.36184,0.14128,3.17567,1.46967,1.53918,0.00123874,0.00123874,0.00123874
521,1326.61,1.31872,0.56628,0.89458,0.70577,0.41667,0.54962,0.16683,3.11603,1.2856,1.53996,0.00123791,0.00123791,0.00123791
522,1329.11,1.2244,0.54603,0.8342,0.56791,0.5,0.5253,0.16535,3.03454,1.24453,1.51799,0.00123709,0.00123709,0.00123709
523,1331.61,1.28293,0.5715,0.8491,0.49031,0.41667,0.35911,0.13703,3.09036,1.31362,1.5375,0.00123626,0.00123626,0.00123626
524,1334.1,1.23752,0.54666,0.85506,0.57519,0.62072,0.52149,0.15678,3.04318,1.29524,1.50838,0.00123544,0.00123544,0.00123544
525,1336.64,1.29458,0.57217,0.86644,0.52371,0.54167,0.41974,0.14021,3.00219,1.42195,1.48399,0.00123461,0.00123461,0.00123461
526,1339.21,1.25964,0.5657,0.85126,0.51807,0.54167,0.39354,0.13137,3.06449,1.86529,1.50835,0.00123379,0.00123379,0.00123379
527,1341.77,1.26108,0.57712,0.84744,0.57241,0.625,0.51616,0.16126,2.9409,1.38295,1.4638,0.00123296,0.00123296,0.00123296
528,1344.28,1.2488,0.55828,0.86363,0.64975,0.70833,0.56659,0.16542,2.99777,1.13054,1.50007,0.00123214,0.00123214,0.00123214
529,1346.8,1.30908,0.58207,0.86559,0.64236,0.66667,0.54093,0.16373,3.00406,1.2114,1.48141,0.00123131,0.00123131,0.00123131
530,1349.38,1.22754,0.55288,0.84719,0.71426,0.7295,0.60782,0.16837,2.92228,1.16355,1.42605,0.00123049,0.00123049,0.00123049
531,1351.93,1.3016,0.56648,0.86453,0.69034,0.74335,0.58775,0.15105,2.95861,1.14549,1.46768,0.00122966,0.00122966,0.00122966
532,1354.48,1.2973,0.58783,0.85156,0.55347,0.5,0.38537,0.13736,3.04706,1.40457,1.49617,0.00122884,0.00122884,0.00122884
533,1357.02,1.31063,0.58702,0.87228,0.80831,0.70303,0.62194,0.16604,3.00467,1.26502,1.48663,0.00122801,0.00122801,0.00122801
534,1359.55,1.21551,0.56503,0.83892,0.77031,0.70833,0.68716,0.19848,2.9115,1.10078,1.44024,0.00122719,0.00122719,0.00122719
535,1362.09,1.35494,0.58326,0.85209,0.79933,0.66401,0.69402,0.19061,2.90608,1.08007,1.45251,0.00122636,0.00122636,0.00122636
536,1364.66,1.32373,0.59542,0.84845,0.65569,0.75,0.712,0.22206,2.87136,1.06343,1.44007,0.00122554,0.00122554,0.00122554
537,1367.2,1.34742,0.63158,0.84103,0.64984,0.75,0.6639,0.21035,2.81429,1.02848,1.41353,0.00122471,0.00122471,0.00122471
538,1369.75,1.27174,0.57317,0.8659,0.64426,0.70833,0.59305,0.21938,2.73359,1.01184,1.37788,0.00122389,0.00122389,0.00122389
539,1372.35,1.13212,0.56261,0.7904,0.67738,0.70833,0.60337,0.21551,2.78389,1.01557,1.39212,0.00122306,0.00122306,0.00122306
540,1374.84,1.18332,0.54412,0.80061,0.59098,0.66667,0.52972,0.20202,2.75996,1.00839,1.35857,0.00122224,0.00122224,0.00122224
541,1377.36,1.33789,0.5621,0.84702,0.64605,0.70833,0.67115,0.19744,2.77562,1.01698,1.34594,0.00122141,0.00122141,0.00122141
542,1379.95,1.32855,0.588,0.86824,0.68978,0.79167,0.76287,0.2176,2.74734,1.0277,1.33789,0.00122059,0.00122059,0.00122059
543,1382.48,1.31576,0.59661,0.84637,0.76107,0.66375,0.71484,0.19461,2.8577,1.00376,1.37214,0.00121976,0.00121976,0.00121976
544,1385.08,1.29457,0.80655,0.84225,0.67752,0.78799,0.68304,0.1673,2.88635,1.10629,1.39337,0.00121894,0.00121894,0.00121894
545,1387.6,1.26472,0.58513,0.85424,0.63281,0.66667,0.59103,0.13576,2.9887,1.14797,1.43591,0.00121811,0.00121811,0.00121811
546,1390.18,1.28327,0.57728,0.87327,0.70533,0.69848,0.57143,0.13733,2.92327,1.11113,1.43368,0.00121729,0.00121729,0.00121729
547,1392.66,1.24921,0.5553,0.85609,0.74627,0.75,0.57159,0.14936,2.88951,1.06152,1.4413,0.00121646,0.00121646,0.00121646
548,1395.22,1.25136,0.54684,0.85353,0.55696,0.54167,0.45723,0.16329,3.10799,1.28568,1.53802,0.00121563,0.00121563,0.00121563
549,1397.75,1.15782,0.53837,0.78515,0.52259,0.45833,0.4532,0.16028,3.13944,1.40912,1.52771,0.00121481,0.00121481,0.00121481
550,1400.31,1.22217,0.52702,0.83726,0.58777,0.41592,0.48201,0.17125,3.06112,1.47716,1.42631,0.00121398,0.00121398,0.00121398
551,1402.78,1.17251,0.56409,0.83997,0.68849,0.5,0.57006,0.17162,2.96312,1.36702,1.37796,0.00121316,0.00121316,0.00121316
552,1405.32,1.25912,0.60213,0.85873,0.63479,0.45833,0.43254,0.13619,2.99958,1.23215,1.43389,0.00121233,0.00121233,0.00121233
553,1407.82,1.29911,0.59153,0.85745,0.54285,0.41667,0.46713,0.15283,3.01183,1.22185,1.46972,0.00121151,0.00121151,0.00121151
554,1410.38,1.23447,0.53505,0.84929,0.53501,0.5,0.51331,0.17327,2.89652,1.28088,1.43374,0.00121068,0.00121068,0.00121068
555,1412.91,1.22925,0.56755,0.83953,0.596,0.625,0.55079,0.16893,2.94205,1.24485,1.45743,0.00120986,0.00120986,0.00120986
556,1415.48,1.26444,0.55288,0.84706,0.72045,0.66667,0.66377,0.18636,2.90596,1.06341,1.44531,0.00120903,0.00120903,0.00120903
557,1418.13,1.32616,0.59251,0.86306,0.73841,0.70581,0.72045,0.20132,2.91885,1.03706,1.41331,0.00120821,0.00120821,0.00120821
558,1420.69,1.24021,0.56155,0.85958,0.71943,0.74797,0.68349,0.19169,2.87976,1.02396,1.39132,0.00120738,0.00120738,0.00120738
559,1423.17,1.16551,0.52741,0.80301,0.71659,0.73783,0.64214,0.19585,2.86577,1.05265,1.43026,0.00120656,0.00120656,0.00120656
560,1425.79,1.24835,0.58881,0.83975,0.52529,0.45833,0.49407,0.17133,2.95946,1.28526,1.51069,0.00120573,0.00120573,0.00120573
561,1428.3,1.26054,0.56434,0.86652,0.54935,0.625,0.56293,0.1618,2.93212,1.09758,1.47637,0.00120491,0.00120491,0.00120491
562,1430.83,1.28295,0.59941,0.85776,0.7022,0.78616,0.69401,0.18004,2.95327,1.01915,1.48539,0.00120408,0.00120408,0.00120408
563,1433.33,1.24317,0.58073,0.82729,0.77707,0.75,0.73854,0.20011,2.91375,1.0447,1.45203,0.00120326,0.00120326,0.00120326
564,1435.86,1.19152,0.54769,0.80752,0.68693,0.66667,0.63668,0.19642,2.89036,1.01953,1.4481,0.00120243,0.00120243,0.00120243
565,1438.34,1.27606,0.56875,0.84814,0.66424,0.66667,0.54449,0.19083,2.91554,0.96675,1.4579,0.00120161,0.00120161,0.00120161
566,1440.87,1.28223,0.54938,0.86692,0.70458,0.70833,0.59111,0.19809,2.86906,0.89264,1.44266,0.00120078,0.00120078,0.00120078
567,1443.39,1.28829,0.58043,0.84478,0.56801,0.625,0.47211,0.14835,3.0956,0.9746,1.52626,0.00119996,0.00119996,0.00119996
568,1445.9,1.31529,0.57839,0.85253,0.55984,0.58297,0.48779,0.14173,3.18341,1.03192,1.56385,0.00119913,0.00119913,0.00119913
569,1448.38,1.23163,0.55158,0.84808,0.53628,0.625,0.4784,0.15507,3.16872,1.02215,1.58406,0.00119831,0.00119831,0.00119831
570,1450.86,1.22255,0.55426,0.852,0.5504,0.625,0.51186,0.16386,3.09861,1.05769,1.56925,0.00119748,0.00119748,0.00119748
571,1453.37,1.23491,0.55636,0.84375,0.55301,0.625,0.54271,0.17496,2.97838,1.13546,1.48263,0.00119666,0.00119666,0.00119666
572,1455.95,1.29328,0.57796,0.85096,0.59591,0.61478,0.54126,0.16825,3.04453,1.24235,1.53381,0.00119583,0.00119583,0.00119583
573,1458.46,1.28533,0.56322,0.85071,0.59587,0.625,0.5372,0.16614,3.01415,1.14511,1.52464,0.00119501,0.00119501,0.00119501
574,1461.13,1.24283,0.54543,0.861,0.60378,0.63524,0.52282,0.14988,3.1335,1.10946,1.57484,0.00119418,0.00119418,0.00119418
575,1463.66,1.25247,0.54694,0.84891,0.67443,0.70833,0.55137,0.14213,3.01425,1.00021,1.47537,0.00119336,0.00119336,0.00119336
576,1466.24,1.22687,0.55499,0.83549,0.65561,0.66667,0.60229,0.15591,3.12194,0.99955,1.54126,0.00119253,0.00119253,0.00119253
577,1468.77,1.136,0.52559,0.79281,0.65285,0.66667,0.5695,0.15185,3.13998,1.04863,1.54807,0.0011917,0.0011917,0.0011917
578,1471.3,1.28659,0.58449,0.8555,0.5522,0.58333,0.49764,0.12781,3.20709,1.2145,1.58975,0.00119088,0.00119088,0.00119088
579,1473.8,1.23901,0.56701,0.83439,0.63446,0.375,0.39972,0.12,3.19236,1.3163,1.5809,0.00119005,0.00119005,0.00119005
580,1476.42,1.20257,0.55671,0.84663,0.70399,0.45833,0.47018,0.12369,3.09827,1.67304,1.49341,0.00118923,0.00118923,0.00118923
581,1478.95,1.27473,0.56068,0.8531,0.77814,0.66667,0.69145,0.17685,2.92496,1.75125,1.43532,0.0011884,0.0011884,0.0011884
582,1481.47,1.23312,0.55755,0.8438,0.67713,0.625,0.57143,0.17801,2.87526,1.85549,1.41564,0.00118758,0.00118758,0.00118758
583,1484.01,1.16362,0.52413,0.7948,0.79736,0.79167,0.72466,0.19236,2.91841,1.451,1.44938,0.00118675,0.00118675,0.00118675
584,1486.53,1.40704,0.69288,0.86133,0.77252,0.75,0.68209,0.18773,2.90338,1.11521,1.47048,0.00118593,0.00118593,0.00118593
585,1489.1,1.30083,0.60141,0.85912,0.82413,0.83333,0.79065,0.19372,2.91971,1.01078,1.48113,0.0011851,0.0011851,0.0011851
586,1491.62,1.24434,0.56395,0.85018,0.82479,0.78485,0.7405,0.16486,3.01027,0.96031,1.50924,0.00118428,0.00118428,0.00118428
587,1494.18,1.20368,0.53965,0.83555,0.71306,0.62141,0.54794,0.14044,3.22516,0.99034,1.62465,0.00118345,0.00118345,0.00118345
588,1496.69,1.26103,0.54989,0.84872,0.68062,0.58333,0.53787,0.15816,3.02313,0.97951,1.53556,0.00118263,0.00118263,0.00118263
589,1499.23,1.27951,0.56247,0.86694,0.6856,0.66667,0.61583,0.16754,3.0192,0.98755,1.53311,0.0011818,0.0011818,0.0011818
590,1501.76,1.21166,0.54509,0.85103,0.70956,0.66667,0.64357,0.17356,2.98283,0.98296,1.52997,0.00118098,0.00118098,0.00118098
591,1504.39,1.221,0.54367,0.85186,0.63441,0.45833,0.47869,0.152,3.07416,1.03986,1.59424,0.00118015,0.00118015,0.00118015
592,1506.95,1.19784,0.54502,0.84801,0.54183,0.45833,0.4115,0.13154,3.27197,1.09587,1.69605,0.00117933,0.00117933,0.00117933
593,1509.44,1.22667,0.53359,0.83193,0.60401,0.54167,0.50258,0.14202,3.22713,1.01535,1.65792,0.0011785,0.0011785,0.0011785
594,1511.96,1.34887,0.59316,0.86619,0.84574,0.457,0.46971,0.14678,3.1818,1.04304,1.62294,0.00117768,0.00117768,0.00117768
595,1514.48,1.27442,0.56729,0.82939,0.8042,0.41667,0.47079,0.14675,3.14725,1.14594,1.58108,0.00117685,0.00117685,0.00117685
596,1517.11,1.23757,0.5733,0.83981,0.64146,0.59677,0.5546,0.18583,2.91706,1.15967,1.46437,0.00117603,0.00117603,0.00117603
597,1519.62,1.18163,0.53674,0.83715,0.66027,0.5,0.52782,0.18521,2.86024,1.38066,1.40379,0.0011752,0.0011752,0.0011752
598,1522.12,1.26277,0.55861,0.83503,0.74603,0.54167,0.55953,0.1878,2.84433,1.30176,1.35046,0.00117438,0.00117438,0.00117438
599,1524.69,1.19591,0.55417,0.82763,0.74768,0.45833,0.48053,0.14672,3.11876,1.21386,1.53269,0.00117355,0.00117355,0.00117355
600,1527.25,1.19248,0.53545,0.8263,0.87346,0.57563,0.58078,0.185,3.05101,1.1079,1.49189,0.00117273,0.00117273,0.00117273
601,1529.81,1.2216,0.53252,0.83967,0.80394,0.54167,0.59559,0.17677,2.96389,1.12317,1.44539,0.0011719,0.0011719,0.0011719
602,1532.29,1.1993,0.53132,0.84427,0.6055,0.58333,0.47566,0.1671,2.95255,1.14993,1.42543,0.00117108,0.00117108,0.00117108
603,1534.79,1.20433,0.53272,0.84768,0.65137,0.5,0.43533,0.1603,2.97382,1.19321,1.43423,0.00117025,0.00117025,0.00117025
604,1537.38,1.29533,0.54097,0.8563,0.73715,0.70138,0.61662,0.20526,2.88247,1.01689,1.39761,0.00116943,0.00116943,0.00116943
605,1539.9,1.22854,0.53719,0.85034,0.63551,0.58333,0.49984,0.18366,2.9581,1.09255,1.43654,0.0011686,0.0011686,0.0011686
606,1542.43,1.08223,0.4871,0.78624,0.71429,0.54167,0.50542,0.17517,3.01358,1.15629,1.47183,0.00116778,0.00116778,0.00116778
607,1544.96,1.26463,0.55053,0.84132,0.55377,0.58333,0.48685,0.15987,3.08396,1.28327,1.47463,0.00116695,0.00116695,0.00116695
608,1547.56,1.15654,0.51675,0.80984,0.66897,0.54167,0.5616,0.15812,3.01792,1.32002,1.42936,0.00116612,0.00116612,0.00116612
609,1550.03,1.19452,0.53812,0.84007,0.64837,0.625,0.56645,0.15449,3.08142,1.23556,1.47996,0.0011653,0.0011653,0.0011653
610,1552.6,1.2286,0.56571,0.85423,0.60486,0.58333,0.52518,0.15069,3.12471,1.23441,1.5036,0.00116447,0.00116447,0.00116447
611,1555.14,1.22935,0.55107,0.85379,0.70405,0.70833,0.61376,0.16146,3.08935,1.05351,1.49367,0.00116365,0.00116365,0.00116365
612,1557.68,1.30507,0.55062,0.85237,0.74902,0.625,0.56682,0.1523,3.08225,1.0469,1.47102,0.00116282,0.00116282,0.00116282
613,1560.18,1.2127,0.53672,0.85835,0.66434,0.54167,0.45346,0.14951,3.08318,1.03889,1.47379,0.001162,0.001162,0.001162
614,1562.68,1.16085,0.54466,0.83801,0.6515,0.54167,0.47378,0.14134,3.18989,1.04897,1.55215,0.00116117,0.00116117,0.00116117
615,1565.21,1.27444,0.55605,0.85015,0.68859,0.54167,0.50106,0.15173,3.18671,1.00532,1.57566,0.00116035,0.00116035,0.00116035
616,1567.74,1.22945,0.53674,0.85667,0.72207,0.54128,0.55441,0.17503,3.06708,1.02135,1.51018,0.00115952,0.00115952,0.00115952
617,1570.33,1.2563,0.62776,0.85502,0.71064,0.54167,0.55028,0.17479,3.13136,1.10834,1.53933,0.0011587,0.0011587,0.0011587
618,1572.93,1.18907,0.53472,0.84904,0.69014,0.5,0.53572,0.17569,3.16648,1.07311,1.57387,0.00115787,0.00115787,0.00115787
619,1575.47,1.29404,0.57169,0.8423,0.70834,0.5,0.50732,0.16966,3.15436,1.04067,1.56966,0.00115705,0.00115705,0.00115705
620,1578.07,1.26689,0.56112,0.83992,0.57816,0.58333,0.52473,0.15448,3.16427,1.0622,1.55437,0.00115622,0.00115622,0.00115622
621,1580.62,1.19027,0.54588,0.85006,0.69159,0.66667,0.58124,0.15363,3.19689,1.07352,1.56509,0.0011554,0.0011554,0.0011554
622,1583.07,1.21143,0.53126,0.85241,0.59512,0.58333,0.49396,0.13401,3.19434,1.08862,1.58434,0.00115457,0.00115457,0.00115457
623,1585.53,1.25269,0.55513,0.84356,0.64813,0.66667,0.61157,0.15214,3.09851,1.03608,1.54712,0.00115375,0.00115375,0.00115375
624,1588.02,1.23957,0.55573,0.84709,0.66637,0.66667,0.58726,0.15741,3.17095,1.07395,1.59666,0.00115292,0.00115292,0.00115292
625,1590.54,1.23346,0.54977,0.84138,0.71924,0.70833,0.62762,0.18023,3.06568,1.05088,1.51973,0.0011521,0.0011521,0.0011521
626,1593.04,1.23432,0.55158,0.84779,0.64419,0.625,0.57073,0.16808,3.08322,1.04133,1.53627,0.00115127,0.00115127,0.00115127
627,1595.72,1.17629,0.53376,0.84623,0.70529,0.625,0.55736,0.16698,3.032,0.99478,1.52274,0.00115045,0.00115045,0.00115045
628,1598.26,1.11268,0.54287,0.7826,0.70139,0.45833,0.41867,0.13688,3.19641,1.11506,1.61317,0.00114962,0.00114962,0.00114962
629,1600.76,1.26213,0.55719,0.84242,0.70565,0.375,0.39731,0.13502,3.16565,1.21614,1.55996,0.0011488,0.0011488,0.0011488
630,1603.26,1.08125,0.50143,0.7865,0.50574,0.54167,0.44842,0.13599,3.18322,1.27409,1.57715,0.00114797,0.00114797,0.00114797
631,1605.86,1.18227,0.53069,0.84737,0.70533,0.54167,0.49274,0.15003,3.14145,1.14091,1.57139,0.00114715,0.00114715,0.00114715
632,1608.42,1.16305,0.5285,0.8592,0.57379,0.58333,0.49395,0.14756,3.15343,1.08406,1.56475,0.00114632,0.00114632,0.00114632
633,1610.93,1.2264,0.53453,0.8302,0.61068,0.66667,0.55732,0.16849,3.11037,1.02707,1.54121,0.0011455,0.0011455,0.0011455
634,1613.44,1.16907,0.52774,0.79907,0.64111,0.625,0.56335,0.17939,3.08849,1.01819,1.55124,0.00114467,0.00114467,0.00114467
635,1615.96,1.14895,0.61139,0.80661,0.66804,0.58333,0.54501,0.1915,2.98612,1.05173,1.51842,0.00114385,0.00114385,0.00114385
636,1618.58,1.22162,0.5497,0.8328,0.67058,0.66667,0.57988,0.19539,2.93612,1.04943,1.48088,0.00114302,0.00114302,0.00114302
637,1621.1,1.14015,0.5263,0.84089,0.7238,0.58333,0.54934,0.18701,2.92541,0.95,1.48322,0.0011422,0.0011422,0.0011422
638,1623.6,1.16011,0.53858,0.83173,0.67124,0.70833,0.59601,0.19755,2.93031,0.92866,1.48804,0.00114137,0.00114137,0.00114137
639,1626.11,1.20638,0.5234,0.8488,0.675,0.625,0.52126,0.17629,3.03758,0.96601,1.53188,0.00114054,0.00114054,0.00114054
640,1628.61,1.16288,0.53327,0.83444,0.6919,0.54167,0.48155,0.1802,3.05733,0.95501,1.54506,0.00113972,0.00113972,0.00113972
641,1631.12,1.19017,0.54378,0.84274,0.75091,0.54167,0.50878,0.18402,3.05437,0.95443,1.56386,0.00113889,0.00113889,0.00113889
642,1633.63,1.23,0.5317,0.84371,0.80353,0.54167,0.5305,0.19858,2.98623,0.96862,1.50371,0.00113807,0.00113807,0.00113807
643,1636.28,1.1247,0.52798,0.83309,0.67025,0.375,0.41503,0.17366,3.10159,1.0189,1.5595,0.00113724,0.00113724,0.00113724
644,1638.89,1.22143,0.55527,0.84121,0.46651,0.41667,0.39147,0.15579,3.14225,1.11506,1.56409,0.00113642,0.00113642,0.00113642
645,1641.52,1.27505,0.55659,0.84937,0.64567,0.45571,0.50482,0.15938,3.09868,1.19827,1.49929,0.00113559,0.00113559,0.00113559
646,1644.03,1.14023,0.53251,0.82922,0.3802,0.45833,0.35915,0.13739,3.06213,1.16607,1.49352,0.00113477,0.00113477,0.00113477
647,1646.58,1.19155,0.55078,0.8518,0.82631,0.41667,0.48793,0.14767,3.05923,1.43411,1.44129,0.00113394,0.00113394,0.00113394
648,1649.15,1.1919,0.54761,0.82452,0.85657,0.49784,0.54292,0.16005,3.03881,1.36004,1.46963,0.00113312,0.00113312,0.00113312
649,1651.68,1.26682,0.5464,0.863,0.87103,0.625,0.63758,0.17442,3.00367,1.04653,1.51821,0.00113229,0.00113229,0.00113229
650,1654.29,1.27815,0.53051,0.85056,0.82912,0.625,0.63133,0.20321,2.85711,0.97513,1.43903,0.00113147,0.00113147,0.00113147
651,1656.78,1.24344,0.59957,0.86462,0.76821,0.58333,0.61431,0.20352,2.81544,0.94302,1.41726,0.00113064,0.00113064,0.00113064
652,1659.36,1.1884,0.55569,0.84292,0.75972,0.58333,0.60794,0.2041,2.84929,0.94214,1.40402,0.00112982,0.00112982,0.00112982
653,1661.88,1.2276,0.55065,0.84385,0.70009,0.625,0.63229,0.21058,2.83256,0.98953,1.37066,0.00112899,0.00112899,0.00112899
654,1664.39,1.22539,0.54288,0.84853,0.75388,0.66667,0.7242,0.23926,2.80531,0.98415,1.359,0.00112817,0.00112817,0.00112817
655,1666.89,1.07887,0.51241,0.81518,0.72733,0.70833,0.71607,0.2341,2.82723,0.97681,1.37502,0.00112734,0.00112734,0.00112734
656,1669.47,1.20531,0.5354,0.84446,0.76699,0.70833,0.69019,0.23365,2.90853,0.91726,1.42253,0.00112652,0.00112652,0.00112652
657,1672.01,1.14509,0.51815,0.82904,0.8072,0.69816,0.7059,0.22292,2.92014,0.92555,1.40566,0.00112569,0.00112569,0.00112569
658,1674.56,1.22426,0.541,0.84264,0.7689,0.75,0.74578,0.22913,2.95633,0.97147,1.42264,0.00112487,0.00112487,0.00112487
659,1677.07,1.23619,0.56409,0.85461,0.78117,0.66667,0.64585,0.22537,2.85528,0.96461,1.36883,0.00112404,0.00112404,0.00112404
660,1679.65,1.21046,0.5338,0.84534,0.70935,0.66667,0.62863,0.2045,2.87717,1.04206,1.40057,0.00112322,0.00112322,0.00112322
661,1682.15,1.20842,0.5534,0.82985,0.63334,0.64816,0.59815,0.22,2.8401,1.0177,1.40311,0.00112239,0.00112239,0.00112239
662,1684.6,1.23972,0.52981,0.845,0.78335,0.70833,0.70877,0.19999,2.93654,1.01215,1.42765,0.00112157,0.00112157,0.00112157
663,1687.13,1.21207,0.53438,0.83803,0.75745,0.66667,0.66673,0.18814,2.95867,1.00224,1.44724,0.00112074,0.00112074,0.00112074
664,1689.68,1.11534,0.55292,0.7963,0.85501,0.75,0.75018,0.21718,2.84131,1.00999,1.39328,0.00111992,0.00111992,0.00111992
665,1692.19,1.23317,0.55248,0.84522,0.81346,0.75,0.77214,0.23955,2.81787,0.97751,1.41251,0.00111909,0.00111909,0.00111909
666,1694.72,1.24634,0.58769,0.84342,0.76708,0.70833,0.71952,0.22663,2.8359,1.00078,1.41856,0.00111827,0.00111827,0.00111827
667,1697.38,1.17466,0.51545,0.8391,0.76096,0.66338,0.69117,0.21131,2.96469,1.00329,1.47145,0.00111744,0.00111744,0.00111744
668,1700.01,1.23302,0.54425,0.84806,0.63118,0.66667,0.58675,0.19075,2.97072,0.97274,1.46415,0.00111661,0.00111661,0.00111661
669,1702.5,1.27764,0.54502,0.84734,0.7897,0.78261,0.77402,0.22191,2.877,0.93001,1.44564,0.00111579,0.00111579,0.00111579
670,1705.04,1.26191,0.54989,0.84284,0.66513,0.58333,0.57448,0.20225,2.89789,0.96894,1.4696,0.00111496,0.00111496,0.00111496
671,1707.62,1.23032,0.55478,0.87463,0.54668,0.66667,0.59467,0.20365,2.80487,0.97136,1.45474,0.00111414,0.00111414,0.00111414
672,1710.11,1.16202,0.53262,0.84606,0.64312,0.54167,0.55664,0.17936,2.87786,1.07573,1.47145,0.00111331,0.00111331,0.00111331
673,1712.66,1.25564,0.53306,0.84956,0.69785,0.41667,0.50438,0.17037,2.95001,1.17065,1.49355,0.00111249,0.00111249,0.00111249
674,1715.16,1.15429,0.53842,0.82602,0.69244,0.41667,0.47946,0.17375,2.9559,1.16417,1.49515,0.00111166,0.00111166,0.00111166
675,1717.7,1.13854,0.52913,0.83086,0.75504,0.45833,0.50241,0.15136,3.10352,1.17134,1.55951,0.00111084,0.00111084,0.00111084
676,1720.35,1.19832,0.51838,0.83864,0.55826,0.54167,0.46063,0.14442,3.11732,1.16627,1.54594,0.00111001,0.00111001,0.00111001
677,1722.82,1.20552,0.51827,0.8332,0.62263,0.58333,0.48971,0.14815,3.14904,1.19892,1.54253,0.00110919,0.00110919,0.00110919
678,1725.38,1.20005,0.52197,0.83306,0.64621,0.625,0.53451,0.16378,2.99867,1.07313,1.46158,0.00110836,0.00110836,0.00110836
679,1727.92,1.15225,0.51219,0.85584,0.68037,0.625,0.54585,0.19708,2.81931,1.04863,1.37191,0.00110754,0.00110754,0.00110754
680,1730.43,1.12986,0.51407,0.83691,0.7859,0.79167,0.73168,0.24598,2.66591,0.96909,1.30499,0.00110671,0.00110671,0.00110671
681,1732.93,1.16409,0.5318,0.83381,0.76143,0.75,0.67234,0.21525,2.80008,0.97781,1.35952,0.00110589,0.00110589,0.00110589
682,1735.48,1.32202,0.5968,0.85732,0.74239,0.75,0.6812,0.21502,2.79119,0.96744,1.36964,0.00110506,0.00110506,0.00110506
683,1738.02,1.24184,0.54722,0.84842,0.78705,0.79167,0.75898,0.20158,2.87092,1.00652,1.37415,0.00110424,0.00110424,0.00110424
684,1740.51,1.1646,0.5469,0.8388,0.74535,0.75,0.68387,0.21906,2.75642,0.99185,1.30694,0.00110341,0.00110341,0.00110341
685,1743.05,1.19873,0.54662,0.84272,0.74971,0.7489,0.69695,0.18383,2.97744,1.03017,1.39321,0.00110259,0.00110259,0.00110259
686,1745.75,1.10985,0.50981,0.84563,0.72679,0.66513,0.66464,0.20329,2.96448,1.04598,1.38005,0.00110176,0.00110176,0.00110176
687,1748.27,1.18579,0.53283,0.83591,0.68724,0.66667,0.67922,0.20963,2.89782,1.05894,1.36128,0.00110094,0.00110094,0.00110094
